Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Copacabana;1;0;0;35;1200.0;400.0;25.0;-22.971045511108045;-43.18478119458533
Humaitá;2;1;1;91;3000.0;1003.0;300.0;-22.955501307607282;-43.20246023610476
Recreio dos Bandeirantes;4;3;4;320;4000.0;1480.0;393.0;-23.018654304266644;-43.4646861475876
Barra da Tijuca;3;2;1;114;1500.0;1413.0;0.0;-23.001730384301283;-43.366338942655595
Leblon;4;2;2;200;15500.0;6000.0;935.0;-22.9810488039998;-43.225613531228895
Copacabana;1;0;0;33;1400.0;561.0;29.0;-22.97550166998783;-43.18272288159549
Recreio dos Bandeirantes;3;2;1;320;3200.0;1319.0;0.0;-23.02075889125681;-43.45989037029599
Barra da Tijuca;2;1;1;90;2100.0;1490.0;1361.0;-22.999764935960872;-43.366999782405244
Flamengo;2;0;0;65;2200.0;535.0;0.0;-22.93282876073303;-43.170585591393944
Barra da Tijuca;3;2;3;144;4000.0;1700.0;178.0;-23.003028924573538;-43.36649243430263
Ipanema;3;1;1;180;12000.0;2100.0;650.0;-22.987559269487928;-43.20389784451051
Catete;2;0;0;65;2400.0;573.0;105.0;-22.930944228213388;-43.18434833864686
Jacarepaguá;2;1;1;74;1700.0;688.0;0.0;-22.957058541941414;-43.37055422113422
Ipanema;3;1;1;125;5500.0;1710.0;0.0;-22.98235273303396;-43.198530892138024
Barra da Tijuca;4;3;2;220;7900.0;2800.0;1100.0;-22.995491747045513;-43.362259428941854
Botafogo;1;0;0;19;980.0;481.0;29.0;-22.952565903155115;-43.18534781834519
Barra da Tijuca;2;2;1;180;2300.0;1600.0;0.0;-22.99812756074122;-43.3631694440817
Andaraí;1;1;1;80;1500.0;684.0;85.0;-22.93220987013944;-43.255601104976314
Parada de Lucas;2;1;0;55;850.0;302.0;0.0;-22.815604599146287;-43.3012480426187
Ipanema;3;1;1;170;8500.0;1650.0;440.0;-22.987588697342634;-43.199755850738576
Copacabana;3;0;1;74;3300.0;751.0;138.0;-22.975785344668644;-43.18543069597007
Copacabana;2;0;0;200;11000.0;2085.0;6234.0;-22.969709512281362;-43.18634616501573
Recreio dos Bandeirantes;3;3;3;170;4000.0;1240.0;0.0;-23.016106951022618;-43.46532041108294
Copacabana;2;1;1;100;3000.0;1300.0;180.0;-22.969339417262955;-43.18664485693434
Barra da Tijuca;2;1;1;82;1800.0;840.0;110.0;-23.002423014209935;-43.36792556249781
Copacabana;3;1;1;200;8000.0;2000.0;500.0;-22.970515160900288;-43.18427778134246
Leblon;3;2;1;230;5400.0;2997.0;675.0;-22.983548546757692;-43.22645705941253
Santa Teresa;1;0;0;50;1800.0;340.0;120.0;-22.923699212536032;-43.18524000154209
Tijuca;2;0;0;65;1600.0;450.0;70.0;-22.9261425591526;-43.22958052517772
Leblon;4;2;2;200;7000.0;3500.0;500.0;-22.980223749192042;-43.22545047387039
Lagoa;4;3;2;180;25000.0;3100.0;0.0;-22.962046219695683;-43.20285113780402
Leblon;4;2;4;230;12500.0;2710.0;1625.0;-22.979387575545807;-43.22718185077796
Méier;2;1;0;68;1300.0;732.0;64.0;-22.90594561329129;-43.27677685477322
Recreio dos Bandeirantes;2;1;1;76;1800.0;600.0;100.0;-23.01914144234934;-43.467654632693296
Barra da Tijuca;2;1;1;70;2500.0;970.0;70.0;-22.99600594757303;-43.363713763177955
Barra da Tijuca;2;0;1;105;6000.0;2450.0;0.0;-23.000787731109263;-43.36833266478662
Ipanema;4;1;3;250;10000.0;2300.0;1050.0;-22.98562466721962;-43.20321265941393
Ipanema;2;1;2;90;8000.0;3832.0;0.0;-22.985068670933444;-43.20293727586827
Copacabana;1;0;0;35;1350.0;650.0;0.0;-22.972337093850584;-43.18452182182333
Leme;3;1;1;84;3300.0;1320.0;1474.0;-22.965908261834983;-43.171179000305166
Ipanema;3;1;0;150;7000.0;1755.0;454.0;-22.983445701045653;-43.198867226088154
Ipanema;2;2;1;90;15000.0;4300.0;425.0;-22.98071245367553;-43.20651355349975
Barra da Tijuca;3;3;2;224;13000.0;3800.0;0.0;-23.00151299885548;-43.362693712538565
Leblon;4;1;2;205;17000.0;6000.0;0.0;-22.981606267166026;-43.225674346141155
Copacabana;3;1;0;278;6000.0;2600.0;530.0;-22.972050683522195;-43.18560747664687
Flamengo;2;1;0;67;2700.0;870.0;123.0;-22.93727370582009;-43.17630127156967
Copacabana;1;2;0;60;3100.0;1001.0;191.0;-22.970032491293328;-43.184793330571985
Lins de Vasconcelos;2;1;0;80;1000.0;630.0;150.0;-22.914164105659705;-43.287055308757395
Leblon;4;5;2;650;30000.0;1500.0;0.0;-22.986976362064052;-43.22867119808102
Laranjeiras;2;1;1;90;3400.0;1865.0;210.0;-22.93274207877874;-43.189462689504936
Recreio dos Bandeirantes;4;2;3;297;2300.0;3459.0;0.0;-23.017074392696532;-43.46366143905021
Vila Isabel;1;0;0;50;1000.0;400.0;0.0;-22.915030932496013;-43.25346612564553
Leblon;3;0;1;80;4000.0;1200.0;249.0;-22.982810907899097;-43.22247299847219
Barra da Tijuca;3;3;3;280;12000.0;2480.0;580.0;-22.999957200502983;-43.369958345223466
Copacabana;2;0;0;90;2350.0;964.0;106.0;-22.96878483677406;-43.183504454996864
Barra da Tijuca;3;2;1;80;2350.0;1187.0;175.0;-22.999680234561186;-43.36339400280893
Leblon;3;1;1;100;7000.0;1200.0;200.0;-22.9844383366234;-43.22367545245363
Tijuca;2;0;0;75;1400.0;650.0;68.0;-22.92478287982593;-43.2367978983296
Ipanema;2;1;2;85;4000.0;1200.0;1289.0;-22.97971786317415;-43.19905634776553
Copacabana;1;0;0;46;1600.0;423.0;95.0;-22.9709215429126;-43.18215342651889
Barra da Tijuca;2;2;1;201;5500.0;2069.0;536.0;-23.001065526067563;-43.36332612123676
Copacabana;4;1;1;240;10000.0;2230.0;455.0;-22.967673953499734;-43.18544629410278
Barra da Tijuca;4;3;4;324;10000.0;1050.0;1383.0;-23.001356054948705;-43.36727928491382
Copacabana;4;0;0;260;4500.0;1878.0;632.0;-22.97622067712067;-43.184243534264944
Recreio dos Bandeirantes;4;3;4;160;5200.0;1800.0;500.0;-23.022609033931335;-43.46572258659248
Ipanema;4;2;1;260;8000.0;2700.0;680.0;-22.980923292632042;-43.204101757370424
Recreio dos Bandeirantes;3;1;1;82;2300.0;700.0;1491.0;-23.01987520890986;-43.465531575987775
Curicica;2;1;0;50;1100.0;400.0;100.0;-22.949812385793173;-43.38959260454152
Ipanema;3;1;1;170;5000.0;2300.0;530.0;-22.98821360141607;-43.197867581419196
Campo Grande;3;1;0;65;750.0;350.0;0.0;-22.89943091398595;-43.55642508817296
Praça Seca;2;1;1;79;1500.0;580.0;78.0;-22.9006907912797;-43.351387152830426
Lagoa;2;1;1;84;5000.0;2500.0;218.0;-22.96608964955694;-43.203184402101236
Barra da Tijuca;3;1;3;150;5000.0;2200.0;600.0;-23.00113411275211;-43.36827888375561
Flamengo;3;0;0;125;4500.0;900.0;110.0;-22.93526780527396;-43.17048992009715
Méier;2;1;0;75;1500.0;560.0;0.0;-22.903068576655777;-43.27598520713052
Barra da Tijuca;2;1;2;95;2150.0;2448.0;435.0;-22.998289239947596;-43.36270862728387
Barra da Tijuca;2;2;2;90;3900.0;2100.0;400.0;-23.00201187462136;-43.369321696874934
Tijuca;4;1;1;129;3200.0;1300.0;184.0;-22.92340235457602;-43.23351193949762
Copacabana;4;0;0;130;3000.0;1043.0;771.0;-22.971141214998866;-43.17994502000357
Flamengo;4;0;0;300;10000.0;3150.0;732.0;-22.930290598831572;-43.17339271958031
Braz de Pina;2;1;0;55;1000.0;280.0;0.0;-22.84130979787536;-43.31251560549262
Copacabana;4;1;0;150;3500.0;1383.0;2138.0;-22.973729787893905;-43.18275973807437
Barra da Tijuca;4;3;3;197;8500.0;2300.0;3500.0;-23.00120205168637;-43.370371591138664
Leblon;3;2;1;110;5000.0;1030.0;0.0;-22.98778339208824;-43.220843798844705
Tijuca;3;0;1;80;1800.0;650.0;1150.0;-22.926300048459442;-43.23487444440957
Ipanema;2;2;2;220;18000.0;1900.0;1300.0;-22.984307515522314;-43.206456171601026
Copacabana;3;1;1;190;8500.0;1300.0;340.0;-22.968703683303815;-43.17980384223122
Ipanema;2;0;0;72;4000.0;653.0;162.0;-22.98334325535608;-43.20008453740074
Barra da Tijuca;2;1;1;80;2200.0;1200.0;250.0;-22.996127711393093;-43.36986164378071
Leblon;4;1;2;205;15500.0;6000.0;772.0;-22.985561230032733;-43.222845089457536
Olaria;2;1;0;74;1000.0;506.0;0.0;-22.846722973713412;-43.26777800524129
Barra da Tijuca;3;2;1;140;6000.0;3660.0;625.0;-22.9989484968976;-43.3652286711948
Barra da Tijuca;3;2;1;110;5000.0;2700.0;0.0;-22.995368516966423;-43.363711721086055
Península;3;2;1;115;3800.0;1450.0;0.0;-22.99135466165913;-43.35243544196162
Ipanema;3;1;1;130;5200.0;1100.0;0.0;-22.984942992886513;-43.20292356290569
Copacabana;3;1;0;225;5800.0;1500.0;500.0;-22.97132115219677;-43.1880917202285
Flamengo;1;0;0;42;1700.0;435.0;24.0;-22.93120916088469;-43.17286948610898
Barra da Tijuca;4;3;2;240;6000.0;2200.0;0.0;-23.003339889851162;-43.365112213131894
Copacabana;4;2;4;336;25000.0;3200.0;0.0;-22.970397998342058;-43.18369043034879
Copacabana;4;1;3;200;7700.0;2400.0;360.0;-22.97345029283763;-43.18217931551106
Ipanema;3;2;1;138;7000.0;2500.0;600.0;-22.98393078329672;-43.199214367357925
Copacabana;3;0;1;160;3900.0;800.0;128.0;-22.969589864895234;-43.17985713406919
Centro;1;0;0;32;1000.0;450.0;30.0;-22.281444545176562;-42.53624942724578
Méier;2;0;0;56;799.0;402.0;135.0;-22.90069654913801;-43.283293079147676
Copacabana;4;0;2;255;6500.0;1440.0;4550.0;-22.97320399125179;-43.18081911683244
Barra da Tijuca;3;2;1;100;2800.0;1500.0;250.0;-23.00031647980955;-43.36597145820555
Flamengo;2;0;0;65;1850.0;910.0;97.0;-22.934011534597023;-43.17233451809963
Barra da Tijuca;2;1;1;75;2450.0;1250.0;194.0;-22.996614393152626;-43.366462501906184
Recreio dos Bandeirantes;4;3;2;250;3000.0;1600.0;7500.0;-23.01593075352173;-43.45953975883081
Leblon;1;0;0;25;1650.0;390.0;27.0;-22.9803973756016;-43.225849462809556
Recreio dos Bandeirantes;3;2;2;95;1500.0;726.0;0.0;-23.018192593788847;-43.46721359295116
Freguesia (Jacarepaguá);2;1;0;60;1100.0;280.0;15.0;-22.94280369996846;-43.34018490387277
Flamengo;3;0;0;160;4000.0;1020.0;210.0;-22.938056317749982;-43.1748409454966
Praça Seca;1;1;0;41;800.0;320.0;20.0;-22.89479605075976;-43.35345394801269
Ipanema;2;1;1;139;6500.0;1800.0;506.0;-22.984837453830302;-43.20587921532221
Lagoa;4;2;1;150;8000.0;1750.0;3600.0;-22.964932826206695;-43.20120287416486
Botafogo;3;1;1;120;2500.0;1200.0;200.0;-22.949323607769365;-43.18496571199423
Jardim Guanabara;3;1;1;110;2800.0;550.0;180.0;-22.81650857948284;-43.20067910441962
Copacabana;2;2;0;87;3800.0;1151.0;328.0;-22.96887631804398;-43.18277933380813
Vila da Penha;2;0;0;55;1000.0;210.0;0.0;-22.84715389746357;-43.31203252277227
Jacarepaguá;2;1;1;63;2500.0;604.0;59.0;-22.95464105744952;-43.37192847554358
Recreio dos Bandeirantes;2;1;1;68;1500.0;788.0;136.0;-23.022409672011396;-43.46265014663133
Barra da Tijuca;4;5;4;370;15000.0;3500.0;850.0;-22.997029728956758;-43.3668938424296
Portuguesa;3;1;0;60;1300.0;388.0;220.0;-22.800182284695786;-43.20545881343094
Flamengo;3;0;1;600;9000.0;3400.0;2178.0;-22.936596447572104;-43.17203663928403
Barra da Tijuca;1;1;0;65;2200.0;890.0;133.0;-22.99707953425587;-43.36704230082932
Tijuca;1;1;0;57;1200.0;690.0;21.0;-22.923371268678004;-43.22924755675932
Copacabana;3;1;0;194;5500.0;1635.0;0.0;-22.9737573768685;-43.18242617186572
Barra da Tijuca;5;3;3;266;8900.0;3500.0;450.0;-22.997003259592592;-43.37035049557289
Gávea;3;1;3;170;6500.0;2500.0;500.0;-22.982028105639067;-43.239468724484205
Copacabana;1;0;0;38;1800.0;655.0;25.0;-22.9716144717876;-43.18760119490893
Méier;4;2;2;130;3000.0;1200.0;240.0;-22.90442930713081;-43.280572255398205
Grajaú;2;1;0;75;1200.0;791.0;0.0;-22.923400991398367;-43.260212943126646
Barra da Tijuca;1;1;0;40;1500.0;475.0;900.0;-22.99861572511623;-43.36521739791153
São Conrado;2;2;1;120;5000.0;1200.0;180.0;-22.99178014255206;-43.271881917212234
Barra da Tijuca;3;2;3;155;5900.0;1850.0;335.0;-22.997369420065606;-43.36471576519729
Barra da Tijuca;1;1;0;60;2500.0;1200.0;270.0;-23.002614992342018;-43.36988270534311
Lagoa;4;2;0;348;14000.0;3124.0;1040.0;-22.966798370100943;-43.20052343840807
Tijuca;2;1;1;81;1500.0;880.0;65.0;-22.92290511518871;-43.23090404726579
Botafogo;2;1;1;75;2200.0;1320.0;164.0;-22.94824521173917;-43.184572001139514
Leblon;1;0;1;58;4000.0;258.0;120.0;-22.982769210342834;-43.22943311994215
Barra da Tijuca;2;0;1;58;1500.0;650.0;0.0;-23.002323824754836;-43.368868574097476
Copacabana;1;0;0;50;2200.0;459.0;76.0;-22.967814946328527;-43.182460354837836
Copacabana;4;1;1;200;15000.0;1900.0;456.0;-22.969794127901114;-43.184332283647926
Turiaçu;2;1;0;52;600.0;150.0;0.0;-22.861957442179513;-43.33812818673194
Cachambi;2;1;0;48;800.0;550.0;13.0;-22.885838333669728;-43.27113641137186
Flamengo;2;0;2;70;2500.0;740.0;130.0;-22.933689625984762;-43.17623448834165
Leblon;4;3;1;170;8000.0;1495.0;564.0;-22.98243099931916;-43.22192201686521
Recreio dos Bandeirantes;2;2;1;100;2300.0;560.0;230.0;-23.016093027513705;-43.46177841805109
Freguesia (Jacarepaguá);2;1;0;79;1500.0;670.0;836.0;-22.94148637963634;-43.341148124409045
Barra da Tijuca;3;2;1;95;2300.0;850.0;192.0;-22.999145352015432;-43.36669192073911
Ipanema;3;1;1;125;4500.0;2107.0;348.0;-22.982814873755803;-43.19848466804748
Copacabana;4;1;1;260;5600.0;2000.0;430.0;-22.9717735737284;-43.18819593198449
Barra da Tijuca;4;2;4;257;7000.0;4400.0;0.0;-23.000961927977567;-43.36999974366233
Barra da Tijuca;2;1;1;81;2700.0;1307.0;233.0;-23.00291070680058;-43.36988780556757
Copacabana;4;0;1;160;3900.0;150.0;230.0;-22.975119746113972;-43.180918664621466
Tijuca;3;0;0;80;1850.0;590.0;100.0;-22.92306734026941;-43.2324290928961
Campo Grande;2;1;0;55;600.0;250.0;0.0;-22.904750518926882;-43.560244632083815
Urca;3;2;1;168;7500.0;2172.0;3930.0;-22.954655500942316;-43.1696977570628
Ipanema;3;1;1;140;6800.0;2086.0;324.0;-22.985587821378616;-43.20394854504993
Leblon;3;0;0;84;4000.0;1090.0;160.0;-22.980488870574998;-43.221657066262985
Barra da Tijuca;3;2;0;140;4500.0;1588.0;0.0;-23.003660552234248;-43.36857397373889
Barra da Tijuca;1;1;0;55;1900.0;1400.0;285.0;-23.00240837762652;-43.36517587299339
Ipanema;3;1;1;126;6000.0;1650.0;590.0;-22.984743754582457;-43.205903701896126
São Conrado;3;2;3;240;5500.0;750.0;500.0;-22.988445803659516;-43.26794885343799
Barra da Tijuca;3;2;3;130;5700.0;800.0;450.0;-22.998426016117378;-43.36382705420724
Barra da Tijuca;2;1;1;78;2800.0;1050.0;0.0;-23.00193238028608;-43.36743664224164
Vila Isabel;2;1;0;69;1500.0;640.0;53.0;-22.91578820957292;-43.25298504860606
Engenho Novo;2;1;0;68;800.0;534.0;0.0;-22.909941406546764;-43.269645009473365
Ipanema;3;1;2;250;9900.0;2400.0;1000.0;-22.987433672810344;-43.20399428989826
Copacabana;1;0;0;36;2600.0;520.0;71.0;-22.97474675589668;-43.187645879529846
Barra da Tijuca;4;3;4;233;7900.0;2600.0;453.0;-23.002030120511634;-43.368801101604
Jacarepaguá;1;0;0;53;1000.0;363.0;13.0;-22.950227540582848;-43.37063113130777
Recreio dos Bandeirantes;2;1;1;70;2200.0;900.0;172.0;-23.0188376626918;-43.465363866124314
Leblon;2;1;1;82;3500.0;1120.0;389.0;-22.982922374905204;-43.22931541688581
Leblon;3;2;3;300;15000.0;4500.0;1700.0;-22.984035603800894;-43.221390877168176
Tijuca;3;1;0;80;1800.0;850.0;90.0;-22.923412801539165;-43.22935264815437
Ilha do Governador;3;2;1;118;2500.0;470.0;200.0;-22.809007966387497;-43.222910048915956
Barra da Tijuca;3;2;3;115;4000.0;1872.0;371.0;-23.002806173602917;-43.36399483672603
Copacabana;1;0;0;50;1800.0;629.0;119.0;-22.975246124340664;-43.181751880552916
Tijuca;2;0;0;71;1300.0;595.0;53.0;-22.92690952837278;-43.232888842480676
Copacabana;3;2;2;123;4200.0;1284.0;401.0;-22.969242156353385;-43.18676875709397
Jardim Botânico;4;4;2;327;20000.0;3363.0;1500.0;-22.962208163586237;-43.224629560937295
Recreio dos Bandeirantes;3;2;1;100;2400.0;632.0;272.0;-23.021431233002946;-43.467163319487824
Centro;1;0;0;41;800.0;384.0;17.0;-22.276827710842422;-42.52878830985299
Botafogo;1;1;1;45;2600.0;1000.0;0.0;-22.947335517985273;-43.18465927261223
Barra da Tijuca;3;2;1;108;3800.0;1550.0;317.0;-22.999867822310115;-43.36369986027775
Jardim Botânico;4;4;2;327;22000.0;3364.0;1406.0;-22.967957021326242;-43.22418911469614
Campo Grande;3;1;1;120;1800.0;750.0;0.0;-22.89971674397376;-43.56083865582529
Bangu;2;1;0;50;750.0;280.0;0.0;-22.87904993413041;-43.46157692327889
Barra da Tijuca;3;3;1;84;2200.0;1100.0;1923.0;-22.998826002338003;-43.366020794807525
Tijuca;2;0;0;66;1650.0;545.0;0.0;-22.921430553982262;-43.23449448297361
Flamengo;1;0;0;46;1500.0;480.0;58.0;-22.93037892603523;-43.17724031720423
Recreio dos Bandeirantes;4;2;3;280;1800.0;1400.0;580.0;-23.01935203833596;-43.45917772935031
Méier;2;1;0;80;1400.0;550.0;35.0;-22.902959091792965;-43.275941240751536
Barra da Tijuca;2;1;1;78;2500.0;1200.0;75.0;-22.99832352457076;-43.36980570621477
Recreio dos Bandeirantes;3;2;1;81;3200.0;589.0;146.0;-23.022202343367937;-43.461833255952136
Lagoa;3;2;1;200;6000.0;2800.0;714.0;-22.958477340721668;-43.20691043588581
Riachuelo;2;0;0;62;900.0;360.0;16.0;-22.90067718992154;-43.25647692651878
Barra da Tijuca;4;2;3;160;5500.0;2165.0;345.0;-23.002975358632852;-43.36712790757694
Ipanema;2;1;2;90;8300.0;3300.0;0.0;-22.98744830872499;-43.204308478291786
Tijuca;1;0;0;50;1500.0;511.0;0.0;-22.922624776336182;-43.22871441247596
Barra da Tijuca;4;3;2;215;13000.0;3580.0;6480.0;-22.995843980973405;-43.36672722701862
Copacabana;3;0;1;100;2900.0;890.0;0.0;-22.97177638197015;-43.18593518261068
Pechincha;2;1;0;64;1700.0;650.0;592.0;-22.92602716575593;-43.350586667158446
Barra da Tijuca;3;2;2;126;6500.0;2600.0;789.0;-22.995693329496945;-43.367349543938346
Recreio dos Bandeirantes;2;1;1;68;1400.0;1020.0;188.0;-23.014631099372842;-43.459344303621585
Tijuca;2;0;0;90;1500.0;480.0;0.0;-22.926968827474003;-43.22879551506316
Copacabana;2;0;0;86;3600.0;850.0;116.0;-22.96851291623905;-43.181817318202846
Copacabana;3;1;1;110;3500.0;1307.0;183.0;-22.97433130830283;-43.185517580832105
Catete;1;1;0;63;1400.0;500.0;0.0;-22.930319408498917;-43.18320851218773
Vaz Lobo;3;1;1;85;1300.0;300.0;0.0;-22.856211914789437;-43.33129425359687
Freguesia (Jacarepaguá);4;2;2;277;4000.0;1600.0;4200.0;-22.9424263268013;-43.341803003907486
Leblon;2;1;1;60;3900.0;1000.0;213.0;-22.982701864014768;-43.2265147848283
Barra da Tijuca;2;1;1;92;3500.0;1055.0;323.0;-23.000730843980303;-43.36260148081577
Barra da Tijuca;2;1;1;101;1500.0;2305.0;305.0;-22.997505031936733;-43.36323231954539
Ipanema;2;1;1;97;3000.0;791.0;195.0;-22.986332257287426;-43.20619532738095
Jacarepaguá;1;0;0;37;1100.0;308.0;16.0;-22.95386677901365;-43.37088647282763
Recreio dos Bandeirantes;4;3;2;250;1500.0;1380.0;700.0;-23.021716598821666;-43.465169802964304
Lagoa;3;1;1;75;4000.0;1250.0;310.0;-22.96538941170108;-43.19901266563876
Laranjeiras;2;1;0;105;2800.0;815.0;150.0;-22.93008798871654;-43.18517362169288
Barra da Tijuca;2;2;0;65;3000.0;700.0;50.0;-23.000285121285437;-43.369809113933755
Freguesia (Jacarepaguá);2;1;1;76;1500.0;831.0;76.0;-22.943101146715737;-43.34521911778836
Botafogo;1;1;0;42;1800.0;499.0;58.0;-22.950704271500452;-43.18181526799841
Barra da Tijuca;2;1;1;85;2300.0;1175.0;208.0;-22.99982717277862;-43.36168004493978
Campinho;2;0;0;62;700.0;428.0;0.0;-22.886346355138844;-43.349265371292944
Copacabana;1;0;0;40;1900.0;600.0;70.0;-22.967935601994807;-43.1815308403776
Ipanema;4;4;4;354;25000.0;4436.0;2088.0;-22.985607290482058;-43.199160771083704
São Cristóvão;2;0;0;60;1000.0;340.0;20.0;-22.90000396815114;-43.21767758843154
Leblon;1;0;1;60;3950.0;730.0;0.0;-22.981816153972186;-43.22847018124733
Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0;-23.014345261940306;-43.46375566011908
Botafogo;2;1;1;74;3100.0;1300.0;178.0;-22.948094698132056;-43.18397581444573
Andaraí;1;1;0;50;1000.0;464.0;25.0;-22.925151749377783;-43.25638546929751
Campo Grande;3;0;0;65;850.0;250.0;0.0;-22.904186017889582;-43.558787167570934
Campo Grande;3;1;1;95;1200.0;900.0;0.0;-22.9010119589379;-43.55514732359418
Recreio dos Bandeirantes;3;3;3;340;4050.0;870.0;700.0;-23.015622811704272;-43.46702819207415
Ipanema;2;0;0;45;3000.0;570.0;71.0;-22.98826603210599;-43.2047332467643
Copacabana;4;1;1;200;8200.0;1000.0;400.0;-22.967772753565942;-43.18400725869999
Ipanema;3;2;1;150;6300.0;2200.0;0.0;-22.983003367404166;-43.1981249548228
Taquara;2;1;1;70;1700.0;550.0;59.0;-22.918813143301342;-43.388320701281415
Botafogo;3;0;0;78;2750.0;410.0;122.0;-22.95004958909004;-43.18277314256128
Recreio dos Bandeirantes;2;1;1;110;1500.0;674.0;0.0;-23.01454746551216;-43.4610132356663
Itanhangá;2;0;0;58;1000.0;630.0;33.0;-22.985374957902458;-43.302846843679184
Lagoa;2;0;2;82;2500.0;1060.0;0.0;-22.95986657560362;-43.19805362721973
Ipanema;2;1;1;135;7400.0;1220.0;286.0;-22.986298617537116;-43.198071643976654
Cachambi;2;0;0;53;1000.0;410.0;0.0;-22.889298248870194;-43.27824942410133
São Conrado;2;2;1;115;4500.0;2200.0;0.0;-22.99307578348478;-43.2697090915848
Copacabana;1;0;0;55;1900.0;564.0;68.0;-22.967847647493826;-43.18533308464571
Tijuca;2;1;1;75;1800.0;670.0;50.0;-22.92596940411422;-43.23488445859379
Barra da Tijuca;3;1;1;95;2000.0;1400.0;0.0;-22.99693014730993;-43.36416070316487
Barra da Tijuca;3;3;3;160;8500.0;2300.0;410.0;-23.003141916081287;-43.361654633594924
Tijuca;3;1;1;100;1600.0;320.0;90.0;-22.92143252358381;-43.23565905546625
Anil;1;0;0;30;550.0;13.0;8.0;-22.95259447574765;-43.33467974892141
Copacabana;1;0;0;40;1700.0;450.0;0.0;-22.972977760866293;-43.1878745329073
Leblon;1;1;0;60;3500.0;612.0;151.0;-22.979772698100028;-43.223991204502205
Barra da Tijuca;3;1;1;90;2600.0;1200.0;0.0;-23.00070361988592;-43.36716312113377
Ipanema;2;1;1;90;5000.0;2600.0;2700.0;-22.97965376431039;-43.20254650743951
Ipanema;3;1;1;151;7400.0;1720.0;706.0;-22.98615589678989;-43.19914564313283
Ipanema;2;2;1;147;7500.0;1900.0;690.0;-22.98764344705062;-43.197913625774525
Bento Ribeiro;4;2;1;144;2200.0;475.0;100.0;-22.863756330468355;-43.3577137749385
Cachambi;2;1;0;62;900.0;600.0;0.0;-22.892153655905435;-43.271270951608365
Laranjeiras;3;1;0;160;4400.0;1400.0;245.0;-22.93692382157862;-43.18569695024638
Barra da Tijuca;4;3;3;240;6500.0;3080.0;795.0;-22.996228179450103;-43.369578456346474
Copacabana;3;1;0;160;3500.0;1200.0;0.0;-22.968230982788818;-43.188229872036324
Barra da Tijuca;3;2;1;117;4500.0;990.0;500.0;-22.998558225676092;-43.36766334677293
Recreio dos Bandeirantes;2;2;2;85;2200.0;1250.0;140.0;-23.015099894772337;-43.46365246289438
Barra da Tijuca;1;2;0;68;2200.0;851.0;0.0;-22.997339731894517;-43.36875417240318
Lagoa;4;4;4;400;20000.0;4200.0;15000.0;-22.963309200656404;-43.206172298814685
Campo Grande;2;0;0;50;600.0;300.0;0.0;-22.90714806486903;-43.56284509573217
Vila Isabel;2;1;0;60;1200.0;190.0;0.0;-22.913401298705264;-43.24882183830706
Recreio dos Bandeirantes;2;2;1;197;1800.0;750.0;393.0;-23.01560631997643;-43.4671090103437
